"Notes"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Feb 06, 1980"	"1980/02/06"	60.68	40.05	Missing
	"Feb 07, 1980"	"1980/02/07"	60.11	43.23	80.67
	"Feb 08, 1980"	"1980/02/08"	51.70	31.51	83.75
	"Feb 09, 1980"	"1980/02/09"	36.60	26.60	Missing
	"Feb 10, 1980"	"1980/02/10"	43.96	23.81	Missing
	"Feb 11, 1980"	"1980/02/11"	51.32	30.69	Missing
	"Feb 12, 1980"	"1980/02/12"	50.95	34.63	Missing
	"Feb 13, 1980"	"1980/02/13"	60.54	39.06	Missing
	"Feb 14, 1980"	"1980/02/14"	68.77	47.32	Missing
	"Feb 15, 1980"	"1980/02/15"	71.39	45.46	82.37
	"Feb 16, 1980"	"1980/02/16"	49.44	28.68	Missing
	"Feb 17, 1980"	"1980/02/17"	41.82	26.22	Missing
	"Feb 18, 1980"	"1980/02/18"	58.01	33.15	Missing
	"Feb 19, 1980"	"1980/02/19"	74.41	46.90	81.78
	"Feb 20, 1980"	"1980/02/20"	76.57	51.95	84.20
	"Feb 21, 1980"	"1980/02/21"	73.12	51.15	82.08
	"Feb 22, 1980"	"1980/02/22"	75.32	49.10	82.45
	"Feb 23, 1980"	"1980/02/23"	70.38	50.01	83.41
	"Feb 24, 1980"	"1980/02/24"	67.48	46.44	83.19
	"Feb 25, 1980"	"1980/02/25"	60.28	39.05	Missing
	"Feb 26, 1980"	"1980/02/26"	61.80	33.92	Missing
	"Feb 27, 1980"	"1980/02/27"	72.10	41.19	78.70
	"Feb 28, 1980"	"1980/02/28"	77.73	48.20	80.03
	"Feb 29, 1980"	"1980/02/29"	73.59	45.39	83.49
	"Mar 01, 1980"	"1980/03/01"	48.92	21.92	Missing
	"Mar 02, 1980"	"1980/03/02"	41.62	16.60	Missing
	"Mar 03, 1980"	"1980/03/03"	62.98	28.56	79.32
	"Mar 04, 1980"	"1980/03/04"	73.45	46.92	81.38
	"Mar 05, 1980"	"1980/03/05"	60.71	40.54	81.52
	"Mar 06, 1980"	"1980/03/06"	73.62	37.28	81.98
	"Mar 07, 1980"	"1980/03/07"	79.67	54.45	85.21
	"Mar 08, 1980"	"1980/03/08"	75.65	54.12	88.23
	"Mar 09, 1980"	"1980/03/09"	77.03	50.70	85.76
	"Mar 10, 1980"	"1980/03/10"	79.52	54.26	84.38
	"Mar 11, 1980"	"1980/03/11"	76.04	56.23	85.94
	"Mar 12, 1980"	"1980/03/12"	77.24	53.43	84.14
	"Mar 13, 1980"	"1980/03/13"	66.71	48.21	79.83
	"Mar 14, 1980"	"1980/03/14"	70.83	43.64	78.85
	"Mar 15, 1980"	"1980/03/15"	75.08	47.13	81.84
	"Mar 16, 1980"	"1980/03/16"	79.13	57.82	84.25
	"Mar 17, 1980"	"1980/03/17"	65.31	41.95	84.95
	"Mar 18, 1980"	"1980/03/18"	60.78	35.81	Missing
	"Mar 19, 1980"	"1980/03/19"	72.89	46.18	81.69
	"Mar 20, 1980"	"1980/03/20"	73.90	49.99	84.59
	"Mar 21, 1980"	"1980/03/21"	70.14	41.96	78.62
	"Mar 22, 1980"	"1980/03/22"	73.44	43.20	80.01
	"Mar 23, 1980"	"1980/03/23"	75.09	51.04	87.08
	"Mar 24, 1980"	"1980/03/24"	65.47	45.20	80.24
	"Mar 25, 1980"	"1980/03/25"	64.21	47.76	79.96
	"Mar 26, 1980"	"1980/03/26"	70.07	49.02	81.93
	"Mar 27, 1980"	"1980/03/27"	67.05	53.10	83.91
	"Mar 28, 1980"	"1980/03/28"	74.27	51.28	83.97
	"Mar 29, 1980"	"1980/03/29"	68.27	47.96	84.85
	"Mar 30, 1980"	"1980/03/30"	69.54	43.33	80.32
	"Mar 31, 1980"	"1980/03/31"	76.78	44.86	81.21
	"Apr 01, 1980"	"1980/04/01"	76.06	50.23	86.83
	"Apr 02, 1980"	"1980/04/02"	79.40	56.42	87.28
	"Apr 03, 1980"	"1980/04/03"	74.59	51.91	90.84
	"Apr 04, 1980"	"1980/04/04"	69.86	46.38	79.64
	"Apr 05, 1980"	"1980/04/05"	74.44	49.62	80.42
	"Apr 06, 1980"	"1980/04/06"	83.20	51.62	85.10
	"Apr 07, 1980"	"1980/04/07"	87.12	57.72	89.27
	"Apr 08, 1980"	"1980/04/08"	70.67	49.74	81.78
	"Apr 09, 1980"	"1980/04/09"	75.03	44.70	80.03
	"Apr 10, 1980"	"1980/04/10"	82.86	48.15	82.65
	"Apr 11, 1980"	"1980/04/11"	82.93	55.65	88.78
	"Apr 12, 1980"	"1980/04/12"	64.29	43.86	85.88
	"Apr 13, 1980"	"1980/04/13"	55.53	40.81	Missing
	"Apr 14, 1980"	"1980/04/14"	68.25	37.68	Missing
	"Apr 15, 1980"	"1980/04/15"	80.43	45.13	81.15
	"Apr 16, 1980"	"1980/04/16"	84.82	51.41	83.77
	"Apr 17, 1980"	"1980/04/17"	78.03	53.25	84.86
	"Apr 18, 1980"	"1980/04/18"	75.83	50.78	82.81
	"Apr 19, 1980"	"1980/04/19"	81.38	51.06	81.53
	"Apr 20, 1980"	"1980/04/20"	85.02	53.93	83.25
	"Apr 21, 1980"	"1980/04/21"	82.89	54.81	81.60
	"Apr 22, 1980"	"1980/04/22"	84.41	56.57	82.92
	"Apr 23, 1980"	"1980/04/23"	86.59	59.31	85.75
	"Apr 24, 1980"	"1980/04/24"	82.39	58.98	86.93
	"Apr 25, 1980"	"1980/04/25"	75.56	55.92	84.23
	"Apr 26, 1980"	"1980/04/26"	69.95	50.13	81.63
	"Apr 27, 1980"	"1980/04/27"	71.73	49.86	80.33
	"Apr 28, 1980"	"1980/04/28"	79.54	52.58	81.33
	"Apr 29, 1980"	"1980/04/29"	88.33	56.62	86.28
	"Apr 30, 1980"	"1980/04/30"	81.61	61.16	84.74
	"May 01, 1980"	"1980/05/01"	82.22	60.65	87.14
	"May 02, 1980"	"1980/05/02"	81.22	60.85	84.45
	"May 03, 1980"	"1980/05/03"	78.80	59.35	84.92
	"May 04, 1980"	"1980/05/04"	80.84	60.16	83.48
	"May 05, 1980"	"1980/05/05"	83.93	63.51	84.08
	"May 06, 1980"	"1980/05/06"	87.43	64.36	86.88
	"May 07, 1980"	"1980/05/07"	88.39	65.87	89.74
	"May 08, 1980"	"1980/05/08"	77.68	60.89	85.38
	"May 09, 1980"	"1980/05/09"	81.88	54.52	84.46
	"May 10, 1980"	"1980/05/10"	90.99	61.26	90.60
	"May 11, 1980"	"1980/05/11"	93.68	66.43	95.75
	"May 12, 1980"	"1980/05/12"	84.27	67.24	88.69
	"May 13, 1980"	"1980/05/13"	86.79	63.88	91.98
	"May 14, 1980"	"1980/05/14"	81.59	63.29	86.42
	"May 15, 1980"	"1980/05/15"	76.04	62.79	89.58
	"May 16, 1980"	"1980/05/16"	82.96	62.59	88.63
	"May 17, 1980"	"1980/05/17"	87.39	63.09	87.44
	"May 18, 1980"	"1980/05/18"	84.69	64.05	90.54
	"May 19, 1980"	"1980/05/19"	82.50	64.91	85.07
	"May 20, 1980"	"1980/05/20"	86.13	64.63	86.89
	"May 21, 1980"	"1980/05/21"	83.94	65.97	87.53
	"May 22, 1980"	"1980/05/22"	82.80	63.58	85.87
	"May 23, 1980"	"1980/05/23"	89.07	63.95	89.19
	"May 24, 1980"	"1980/05/24"	93.39	66.78	95.36
	"May 25, 1980"	"1980/05/25"	94.34	69.29	96.35
	"May 26, 1980"	"1980/05/26"	93.32	71.13	95.28
	"May 27, 1980"	"1980/05/27"	89.82	71.09	92.88
	"May 28, 1980"	"1980/05/28"	90.33	70.33	93.75
	"May 29, 1980"	"1980/05/29"	91.71	70.93	94.97
	"May 30, 1980"	"1980/05/30"	92.94	69.39	95.30
	"May 31, 1980"	"1980/05/31"	94.65	69.46	96.19
	"Jun 01, 1980"	"1980/06/01"	94.10	70.50	95.86
	"Jun 02, 1980"	"1980/06/02"	93.96	70.40	95.27
	"Jun 03, 1980"	"1980/06/03"	95.54	70.41	99.09
	"Jun 04, 1980"	"1980/06/04"	96.08	71.43	98.96
	"Jun 05, 1980"	"1980/06/05"	97.11	70.44	99.21
	"Jun 06, 1980"	"1980/06/06"	99.00	72.01	101.65
	"Jun 07, 1980"	"1980/06/07"	100.56	74.11	104.34
	"Jun 08, 1980"	"1980/06/08"	90.01	71.78	95.54
	"Jun 09, 1980"	"1980/06/09"	85.61	68.57	88.69
	"Jun 10, 1980"	"1980/06/10"	88.16	68.01	88.33
	"Jun 11, 1980"	"1980/06/11"	91.32	69.53	91.73
	"Jun 12, 1980"	"1980/06/12"	94.12	69.49	94.35
	"Jun 13, 1980"	"1980/06/13"	95.44	68.80	94.57
	"Jun 14, 1980"	"1980/06/14"	96.95	68.57	96.48
	"Jun 15, 1980"	"1980/06/15"	98.82	70.35	99.50
	"Jun 16, 1980"	"1980/06/16"	97.64	72.33	100.32
	"Jun 17, 1980"	"1980/06/17"	98.02	71.70	99.19
	"Jun 18, 1980"	"1980/06/18"	100.80	72.29	102.82
	"Jun 19, 1980"	"1980/06/19"	101.46	75.84	103.85
	"Jun 20, 1980"	"1980/06/20"	96.75	75.72	100.16
	"Jun 21, 1980"	"1980/06/21"	97.21	75.05	100.34
	"Jun 22, 1980"	"1980/06/22"	97.86	75.46	100.60
	"Jun 23, 1980"	"1980/06/23"	101.39	74.90	103.89
	"Jun 24, 1980"	"1980/06/24"	102.89	75.32	104.14
	"Jun 25, 1980"	"1980/06/25"	103.24	75.24	103.60
	"Jun 26, 1980"	"1980/06/26"	104.28	75.12	104.45
	"Jun 27, 1980"	"1980/06/27"	106.34	75.79	105.93
	"Jun 28, 1980"	"1980/06/28"	105.74	77.00	104.35
	"Jun 29, 1980"	"1980/06/29"	102.89	75.82	101.92
	"Jun 30, 1980"	"1980/06/30"	101.88	74.49	102.44
	"Jul 01, 1980"	"1980/07/01"	104.15	76.14	105.15
	"Jul 02, 1980"	"1980/07/02"	104.90	77.12	103.31
	"Jul 03, 1980"	"1980/07/03"	103.92	75.91	103.72
	"Jul 04, 1980"	"1980/07/04"	99.98	75.27	100.04
	"Jul 05, 1980"	"1980/07/05"	100.12	73.87	101.04
	"Jul 06, 1980"	"1980/07/06"	99.38	75.23	100.85
	"Jul 07, 1980"	"1980/07/07"	99.10	75.30	100.66
	"Jul 08, 1980"	"1980/07/08"	100.02	75.28	102.22
	"Jul 09, 1980"	"1980/07/09"	100.20	76.24	101.55
	"Jul 10, 1980"	"1980/07/10"	100.30	75.67	101.53
	"Jul 11, 1980"	"1980/07/11"	100.53	75.47	100.83
	"Jul 12, 1980"	"1980/07/12"	102.27	76.05	102.29
	"Jul 13, 1980"	"1980/07/13"	101.84	75.86	101.53
	"Jul 14, 1980"	"1980/07/14"	101.34	75.06	102.80
	"Jul 15, 1980"	"1980/07/15"	102.04	75.74	103.14
	"Jul 16, 1980"	"1980/07/16"	102.99	75.51	102.45
	"Jul 17, 1980"	"1980/07/17"	102.40	73.72	99.83
	"Jul 18, 1980"	"1980/07/18"	101.60	74.56	100.64
	"Jul 19, 1980"	"1980/07/19"	98.44	74.35	98.46
	"Jul 20, 1980"	"1980/07/20"	98.55	74.88	99.87
	"Jul 21, 1980"	"1980/07/21"	94.82	78.13	97.65
	"Jul 22, 1980"	"1980/07/22"	94.24	77.65	96.78
	"Jul 23, 1980"	"1980/07/23"	98.19	76.35	98.26
	"Jul 24, 1980"	"1980/07/24"	98.87	73.70	98.60
	"Jul 25, 1980"	"1980/07/25"	99.59	74.94	100.28
	"Jul 26, 1980"	"1980/07/26"	99.98	75.51	101.64
	"Jul 27, 1980"	"1980/07/27"	98.51	76.97	101.64
	"Jul 28, 1980"	"1980/07/28"	99.33	76.65	101.21
	"Jul 29, 1980"	"1980/07/29"	100.02	75.26	99.72
	"Jul 30, 1980"	"1980/07/30"	100.61	73.98	99.84
	"Jul 31, 1980"	"1980/07/31"	99.90	74.28	97.57
	"Aug 01, 1980"	"1980/08/01"	98.57	71.81	96.26
	"Aug 02, 1980"	"1980/08/02"	100.76	72.90	99.86
	"Aug 03, 1980"	"1980/08/03"	99.52	76.01	101.12
	"Aug 04, 1980"	"1980/08/04"	98.74	76.22	101.01
	"Aug 05, 1980"	"1980/08/05"	98.49	76.98	101.05
	"Aug 06, 1980"	"1980/08/06"	96.97	74.71	99.15
	"Aug 07, 1980"	"1980/08/07"	95.43	73.45	96.35
	"Aug 08, 1980"	"1980/08/08"	97.40	75.54	98.89
	"Aug 09, 1980"	"1980/08/09"	95.95	75.29	97.59
	"Aug 10, 1980"	"1980/08/10"	92.44	74.01	95.01
	"Aug 11, 1980"	"1980/08/11"	89.52	72.52	93.42
	"Aug 12, 1980"	"1980/08/12"	89.40	72.89	95.05
	"Aug 13, 1980"	"1980/08/13"	92.91	74.50	97.49
	"Aug 14, 1980"	"1980/08/14"	94.59	74.91	97.33
	"Aug 15, 1980"	"1980/08/15"	94.96	74.54	98.48
	"Aug 16, 1980"	"1980/08/16"	97.10	76.36	100.93
	"Aug 17, 1980"	"1980/08/17"	95.04	75.71	98.59
	"Aug 18, 1980"	"1980/08/18"	94.64	74.20	97.46
	"Aug 19, 1980"	"1980/08/19"	95.22	74.12	97.81
	"Aug 20, 1980"	"1980/08/20"	97.11	74.34	97.53
	"Aug 21, 1980"	"1980/08/21"	97.23	73.51	97.62
	"Aug 22, 1980"	"1980/08/22"	98.13	74.80	98.53
	"Aug 23, 1980"	"1980/08/23"	98.56	74.89	98.74
	"Aug 24, 1980"	"1980/08/24"	99.19	75.06	98.52
	"Aug 25, 1980"	"1980/08/25"	98.47	73.93	97.45
	"Aug 26, 1980"	"1980/08/26"	96.56	73.55	96.32
	"Aug 27, 1980"	"1980/08/27"	93.53	74.29	93.19
	"Aug 28, 1980"	"1980/08/28"	93.91	72.61	94.00
	"Aug 29, 1980"	"1980/08/29"	95.23	72.77	95.44
	"Aug 30, 1980"	"1980/08/30"	97.46	72.81	98.71
	"Aug 31, 1980"	"1980/08/31"	97.23	74.25	98.84
	"Sep 01, 1980"	"1980/09/01"	96.11	73.56	98.03
	"Sep 02, 1980"	"1980/09/02"	93.77	73.85	95.38
	"Sep 03, 1980"	"1980/09/03"	93.99	72.65	94.56
	"Sep 04, 1980"	"1980/09/04"	94.50	74.38	95.64
	"Sep 05, 1980"	"1980/09/05"	93.43	76.52	94.35
	"Sep 06, 1980"	"1980/09/06"	88.19	73.09	89.91
	"Sep 07, 1980"	"1980/09/07"	86.33	71.40	90.97
	"Sep 08, 1980"	"1980/09/08"	89.72	71.00	93.04
	"Sep 09, 1980"	"1980/09/09"	84.68	71.96	92.33
	"Sep 10, 1980"	"1980/09/10"	85.84	70.53	93.60
	"Sep 11, 1980"	"1980/09/11"	92.04	71.31	93.05
	"Sep 12, 1980"	"1980/09/12"	94.37	70.54	94.49
	"Sep 13, 1980"	"1980/09/13"	94.71	70.76	95.10
	"Sep 14, 1980"	"1980/09/14"	92.40	70.36	93.30
	"Sep 15, 1980"	"1980/09/15"	94.12	71.33	93.83
	"Sep 16, 1980"	"1980/09/16"	96.25	70.89	95.53
	"Sep 17, 1980"	"1980/09/17"	92.31	69.18	92.79
	"Sep 18, 1980"	"1980/09/18"	95.60	70.50	96.50
	"Sep 19, 1980"	"1980/09/19"	93.56	72.48	94.07
	"Sep 20, 1980"	"1980/09/20"	92.64	70.48	93.24
	"Sep 21, 1980"	"1980/09/21"	95.91	71.21	97.86
	"Sep 22, 1980"	"1980/09/22"	92.42	72.91	94.98
	"Sep 23, 1980"	"1980/09/23"	85.79	67.53	91.44
	"Sep 24, 1980"	"1980/09/24"	89.04	68.49	91.81
	"Sep 25, 1980"	"1980/09/25"	83.26	70.95	90.42
	"Sep 26, 1980"	"1980/09/26"	74.04	64.48	87.99
	"Sep 27, 1980"	"1980/09/27"	71.37	64.54	87.80
	"Sep 28, 1980"	"1980/09/28"	74.96	64.07	89.06
	"Sep 29, 1980"	"1980/09/29"	79.19	62.92	89.34
	"Sep 30, 1980"	"1980/09/30"	84.34	63.33	84.88
	"Oct 01, 1980"	"1980/10/01"	86.66	62.98	85.32
	"Oct 02, 1980"	"1980/10/02"	81.85	61.89	86.02
	"Oct 03, 1980"	"1980/10/03"	81.88	57.47	81.33
	"Oct 04, 1980"	"1980/10/04"	87.06	60.69	84.89
	"Oct 05, 1980"	"1980/10/05"	86.71	60.34	85.27
	"Oct 06, 1980"	"1980/10/06"	81.75	61.71	83.18
	"Oct 07, 1980"	"1980/10/07"	82.28	60.47	82.27
	"Oct 08, 1980"	"1980/10/08"	84.25	60.52	83.47
	"Oct 09, 1980"	"1980/10/09"	84.40	60.83	83.46
	"Oct 10, 1980"	"1980/10/10"	83.08	60.89	83.56
	"Oct 11, 1980"	"1980/10/11"	80.65	59.93	83.82
	"Oct 12, 1980"	"1980/10/12"	82.65	57.18	81.92
	"Oct 13, 1980"	"1980/10/13"	84.18	58.18	83.69
	"Oct 14, 1980"	"1980/10/14"	85.50	62.01	86.16
	"Oct 15, 1980"	"1980/10/15"	85.65	65.54	88.45
	"Oct 16, 1980"	"1980/10/16"	81.82	64.92	87.57
	"Oct 17, 1980"	"1980/10/17"	80.12	63.07	90.53
	"Oct 18, 1980"	"1980/10/18"	77.91	60.74	90.01
	"Oct 19, 1980"	"1980/10/19"	73.20	54.68	84.23
	"Oct 20, 1980"	"1980/10/20"	69.93	54.36	Missing
	"Oct 21, 1980"	"1980/10/21"	72.82	54.12	Missing
	"Oct 22, 1980"	"1980/10/22"	75.89	54.06	80.14
	"Oct 23, 1980"	"1980/10/23"	77.70	54.24	83.30
	"Oct 24, 1980"	"1980/10/24"	65.04	45.53	82.18
	"Oct 25, 1980"	"1980/10/25"	72.70	42.95	79.55
	"Oct 26, 1980"	"1980/10/26"	77.13	52.29	85.73
	"Oct 27, 1980"	"1980/10/27"	77.38	56.06	87.70
	"Oct 28, 1980"	"1980/10/28"	58.42	42.71	84.98
	"Oct 29, 1980"	"1980/10/29"	57.67	38.72	Missing
	"Oct 30, 1980"	"1980/10/30"	65.92	37.97	Missing
	"Oct 31, 1980"	"1980/10/31"	72.15	43.10	Missing
	"Nov 01, 1980"	"1980/11/01"	73.27	49.23	78.54
	"Nov 02, 1980"	"1980/11/02"	76.19	53.52	80.21
	"Nov 03, 1980"	"1980/11/03"	78.67	52.69	82.43
	"Nov 04, 1980"	"1980/11/04"	76.09	53.26	82.59
	"Nov 05, 1980"	"1980/11/05"	77.16	51.58	80.21
	"Nov 06, 1980"	"1980/11/06"	80.33	53.05	80.82
	"Nov 07, 1980"	"1980/11/07"	83.43	54.12	82.52
	"Nov 08, 1980"	"1980/11/08"	85.72	57.03	84.47
	"Nov 09, 1980"	"1980/11/09"	83.05	57.69	85.47
	"Nov 10, 1980"	"1980/11/10"	82.50	57.44	82.80
	"Nov 11, 1980"	"1980/11/11"	79.43	55.99	82.24
	"Nov 12, 1980"	"1980/11/12"	78.93	53.59	81.85
	"Nov 13, 1980"	"1980/11/13"	78.79	52.11	80.87
	"Nov 14, 1980"	"1980/11/14"	67.71	50.18	84.59
	"Nov 15, 1980"	"1980/11/15"	54.79	43.28	Missing
	"Nov 16, 1980"	"1980/11/16"	45.74	38.07	Missing
	"Nov 17, 1980"	"1980/11/17"	44.50	36.09	Missing
	"Nov 18, 1980"	"1980/11/18"	49.82	32.82	Missing
	"Nov 19, 1980"	"1980/11/19"	52.49	34.34	Missing
	"Nov 20, 1980"	"1980/11/20"	56.97	37.67	Missing
	"Nov 21, 1980"	"1980/11/21"	51.58	38.77	Missing
	"Nov 22, 1980"	"1980/11/22"	53.57	41.03	Missing
	"Nov 23, 1980"	"1980/11/23"	60.96	41.49	Missing
	"Nov 24, 1980"	"1980/11/24"	55.58	41.34	Missing
	"Nov 25, 1980"	"1980/11/25"	45.92	35.61	Missing
	"Nov 26, 1980"	"1980/11/26"	42.91	31.43	Missing
	"Nov 27, 1980"	"1980/11/27"	48.47	30.41	Missing
	"Nov 28, 1980"	"1980/11/28"	56.37	31.14	Missing
	"Nov 29, 1980"	"1980/11/29"	63.40	39.91	Missing
	"Nov 30, 1980"	"1980/11/30"	68.49	44.21	81.67
	"Dec 01, 1980"	"1980/12/01"	73.97	51.24	81.91
	"Dec 02, 1980"	"1980/12/02"	58.81	38.04	83.31
	"Dec 03, 1980"	"1980/12/03"	61.57	34.91	Missing
	"Dec 04, 1980"	"1980/12/04"	69.35	48.29	Missing
	"Dec 05, 1980"	"1980/12/05"	73.27	53.38	82.88
	"Dec 06, 1980"	"1980/12/06"	74.32	56.79	83.75
	"Dec 07, 1980"	"1980/12/07"	73.09	58.51	84.33
	"Dec 08, 1980"	"1980/12/08"	65.24	45.06	85.98
	"Dec 09, 1980"	"1980/12/09"	52.88	40.38	Missing
	"Dec 10, 1980"	"1980/12/10"	51.85	35.93	Missing
	"Dec 11, 1980"	"1980/12/11"	59.36	35.24	Missing
	"Dec 12, 1980"	"1980/12/12"	63.56	38.97	Missing
	"Dec 13, 1980"	"1980/12/13"	62.75	47.17	Missing
	"Dec 14, 1980"	"1980/12/14"	60.39	46.78	Missing
	"Dec 15, 1980"	"1980/12/15"	65.16	46.35	Missing
	"Dec 16, 1980"	"1980/12/16"	70.01	46.11	78.95
	"Dec 17, 1980"	"1980/12/17"	69.92	48.05	79.27
	"Dec 18, 1980"	"1980/12/18"	73.24	46.49	80.61
	"Dec 19, 1980"	"1980/12/19"	53.57	34.21	81.30
	"Dec 20, 1980"	"1980/12/20"	37.26	29.92	Missing
	"Dec 21, 1980"	"1980/12/21"	40.46	29.13	Missing
	"Dec 22, 1980"	"1980/12/22"	52.89	32.70	Missing
	"Dec 23, 1980"	"1980/12/23"	67.28	40.73	Missing
	"Dec 24, 1980"	"1980/12/24"	54.44	32.06	Missing
	"Dec 25, 1980"	"1980/12/25"	46.20	25.74	Missing
	"Dec 26, 1980"	"1980/12/26"	62.04	33.46	Missing
	"Dec 27, 1980"	"1980/12/27"	64.25	42.79	Missing
	"Dec 28, 1980"	"1980/12/28"	66.42	41.23	Missing
	"Dec 29, 1980"	"1980/12/29"	61.09	44.13	Missing
	"Dec 30, 1980"	"1980/12/30"	60.57	38.38	Missing
	"Dec 31, 1980"	"1980/12/31"	65.50	38.52	Missing
	"Jan 01, 1981"	"1981/01/01"	64.50	43.16	Missing
	"Jan 02, 1981"	"1981/01/02"	60.47	39.56	Missing
	"Jan 03, 1981"	"1981/01/03"	62.47	40.37	Missing
	"Jan 04, 1981"	"1981/01/04"	56.02	37.83	Missing
	"Jan 05, 1981"	"1981/01/05"	57.40	39.44	Missing
	"Jan 06, 1981"	"1981/01/06"	60.79	44.86	Missing
	"Jan 07, 1981"	"1981/01/07"	55.76	39.03	Missing
	"Jan 08, 1981"	"1981/01/08"	54.76	42.03	Missing
	"Jan 09, 1981"	"1981/01/09"	57.20	43.96	Missing
	"Jan 10, 1981"	"1981/01/10"	54.15	43.75	Missing
	"Jan 11, 1981"	"1981/01/11"	51.27	40.48	Missing
	"Jan 12, 1981"	"1981/01/12"	49.01	33.90	Missing
	"Jan 13, 1981"	"1981/01/13"	56.93	35.10	Missing
	"Jan 14, 1981"	"1981/01/14"	58.53	39.66	Missing
	"Jan 15, 1981"	"1981/01/15"	56.72	37.13	Missing
	"Jan 16, 1981"	"1981/01/16"	46.73	33.49	Missing
	"Jan 17, 1981"	"1981/01/17"	39.50	30.23	Missing
	"Jan 18, 1981"	"1981/01/18"	38.14	31.65	Missing
	"Jan 19, 1981"	"1981/01/19"	40.26	32.48	Missing
	"Jan 20, 1981"	"1981/01/20"	52.31	34.70	Missing
	"Jan 21, 1981"	"1981/01/21"	50.00	35.83	Missing
	"Jan 22, 1981"	"1981/01/22"	54.13	36.64	Missing
	"Jan 23, 1981"	"1981/01/23"	61.52	35.80	Missing
	"Jan 24, 1981"	"1981/01/24"	67.91	40.42	Missing
	"Jan 25, 1981"	"1981/01/25"	68.41	43.35	Missing
	"Jan 26, 1981"	"1981/01/26"	66.01	48.84	Missing
	"Jan 27, 1981"	"1981/01/27"	64.17	47.08	Missing
	"Jan 28, 1981"	"1981/01/28"	68.70	43.63	79.57
	"Jan 29, 1981"	"1981/01/29"	70.03	46.08	80.49
	"Jan 30, 1981"	"1981/01/30"	58.13	40.91	Missing
	"Jan 31, 1981"	"1981/01/31"	63.20	39.88	80.80
	"Feb 01, 1981"	"1981/02/01"	53.36	35.14	Missing
	"Feb 02, 1981"	"1981/02/02"	45.41	29.13	Missing
	"Feb 03, 1981"	"1981/02/03"	54.36	29.83	Missing
	"Feb 04, 1981"	"1981/02/04"	48.69	37.87	Missing
	"Feb 05, 1981"	"1981/02/05"	52.55	37.63	Missing
	"Feb 06, 1981"	"1981/02/06"	58.73	39.01	Missing
	"Feb 07, 1981"	"1981/02/07"	62.91	43.68	Missing
	"Feb 08, 1981"	"1981/02/08"	60.07	40.38	81.75
	"Feb 09, 1981"	"1981/02/09"	63.13	43.66	82.51
	"Feb 10, 1981"	"1981/02/10"	63.15	26.01	80.85
	"Feb 11, 1981"	"1981/02/11"	38.08	16.88	Missing
	"Feb 12, 1981"	"1981/02/12"	47.36	24.31	Missing
	"Feb 13, 1981"	"1981/02/13"	52.36	33.42	Missing
	"Feb 14, 1981"	"1981/02/14"	57.07	38.57	Missing
	"Feb 15, 1981"	"1981/02/15"	61.84	40.54	Missing
	"Feb 16, 1981"	"1981/02/16"	65.07	44.65	Missing
	"Feb 17, 1981"	"1981/02/17"	69.10	47.98	Missing
	"Feb 18, 1981"	"1981/02/18"	72.89	50.78	81.84
	"Feb 19, 1981"	"1981/02/19"	77.11	53.25	82.28
	"Feb 20, 1981"	"1981/02/20"	80.05	52.84	81.13
	"Feb 21, 1981"	"1981/02/21"	74.26	54.24	84.58
	"Feb 22, 1981"	"1981/02/22"	62.34	44.34	Missing
	"Feb 23, 1981"	"1981/02/23"	70.97	40.95	Missing
	"Feb 24, 1981"	"1981/02/24"	74.54	46.46	78.90
	"Feb 25, 1981"	"1981/02/25"	75.95	50.63	80.84
	"Feb 26, 1981"	"1981/02/26"	76.15	55.21	82.68
	"Feb 27, 1981"	"1981/02/27"	75.00	56.57	82.74
	"Feb 28, 1981"	"1981/02/28"	69.18	54.85	82.86
	"Mar 01, 1981"	"1981/03/01"	66.31	51.64	84.10
	"Mar 02, 1981"	"1981/03/02"	70.54	48.73	82.26
	"Mar 03, 1981"	"1981/03/03"	64.58	52.09	82.70
	"Mar 04, 1981"	"1981/03/04"	68.26	50.75	81.31
	"Mar 05, 1981"	"1981/03/05"	63.04	44.86	79.25
	"Mar 06, 1981"	"1981/03/06"	64.26	44.95	Missing
	"Mar 07, 1981"	"1981/03/07"	63.36	47.53	80.70
	"Mar 08, 1981"	"1981/03/08"	59.61	42.50	Missing
	"Mar 09, 1981"	"1981/03/09"	59.73	41.58	Missing
	"Mar 10, 1981"	"1981/03/10"	59.60	46.83	Missing
	"Mar 11, 1981"	"1981/03/11"	55.45	46.18	Missing
	"Mar 12, 1981"	"1981/03/12"	58.77	46.19	Missing
	"Mar 13, 1981"	"1981/03/13"	65.46	45.49	Missing
	"Mar 14, 1981"	"1981/03/14"	69.32	49.32	Missing
	"Mar 15, 1981"	"1981/03/15"	71.62	49.26	80.84
	"Mar 16, 1981"	"1981/03/16"	69.79	48.65	Missing
	"Mar 17, 1981"	"1981/03/17"	74.35	46.54	79.79
	"Mar 18, 1981"	"1981/03/18"	62.74	42.51	80.68
	"Mar 19, 1981"	"1981/03/19"	63.38	35.94	Missing
	"Mar 20, 1981"	"1981/03/20"	70.49	42.88	79.22
	"Mar 21, 1981"	"1981/03/21"	70.58	50.44	81.83
	"Mar 22, 1981"	"1981/03/22"	62.73	47.30	Missing
